"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('May 2015', 'Quantity')","('May 2015', 'CIF (Baht)')","('Jan - May 2015', 'Quantity')","('Jan - May 2015', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,203,49219
AT,AUSTRIA,362,401123,917,1151049
BE,BELGIUM,27460,3219233,132224,17540905
CA,CANADA,0,0,2000,324978
CN,CHINA,267800,11732187,941152,48285434
FR,FRANCE,10080,1597144,126348,10278218
DE,GERMANY,63,3919,16141,4713169
HK,HONG KONG,26,6121,26,6121
IN,INDIA,110,22678,82705,3268376
ID,INDONESIA,7,1281,44625,4526897
IE,IRELAND,0,0,100,35540
IL,ISRAEL,0,0,4800,734669
IT,ITALY,340,36821,7369,662359
JP,JAPAN,135341,23214810,806551,132317446
KR,"KOREA,REPUBLIC OF",188800,13348932,1758295,115370229
MY,MALAYSIA,91000,7812510,793081,65164660
MX,MEXICO,20412,1132972,41504,2577682
NL,NETHERLANDS,90672,7564929,594361,54746762
SA,SAUDI ARABIA,371250,15904625,1608750,68672055
SG,SINGAPORE,116800,19998155,428335,71122877
ES,SPAIN,67500,5871291,173850,15027839
CH,SWITZERLAND,0,0,1000,740679
TW,"TAIWAN, PROVINCE OF CHINA",100214,4830467,489602,31881118
TH,THAILAND,0,0,1500,195307
AE,UNITED ARAB EMIRATES,0,0,198000,7291038
GB,UNITED KINGDOM,864,147790,17239,3185070
US,UNITED STATES,22408,4662960,145687,21344966
VN,VIETNAM,15000,6038746,56000,22244758
SUM,SUM,1526509,127548694,8472365,703459420
