"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2017', 'Quantity')","('Aug 2017', 'CIF (Baht)')","('Jan - Aug 2017', 'Quantity')","('Jan - Aug 2017', 'CIF (Baht)')"
BE,BELGIUM,18792,1554098,94615,7977349
CN,CHINA,372000,14093235,1031194,45770398
CZ,CZECH REPUBLIC,24,12687,24,12687
EG,EGYPT,0,0,25,10871
FR,FRANCE,0,0,500,138729
DE,GERMANY,0,0,12200,815540
IN,INDIA,500,56495,4050,471089
IT,ITALY,0,0,0,2300
JP,JAPAN,291085,14363716,2420808,126204080
KR,"KOREA,REPUBLIC OF",676296,28496979,4592146,202163089
KW,KUWAIT,0,0,24750,1008305
MY,MALAYSIA,77720,11032962,445644,65067909
SA,SAUDI ARABIA,1146400,41643134,4066950,155084442
SG,SINGAPORE,183020,9544402,325421,29155446
ZA,SOUTH AFRICA,0,0,123750,4550144
TW,"TAIWAN, PROVINCE OF CHINA",25000,1204336,207525,9819852
TH,THAILAND,8000,201200,8200,303733
AE,UNITED ARAB EMIRATES,0,0,100,45936
US,UNITED STATES,17145,1457839,17175,1470893
VN,VIETNAM,0,0,300000,4703684
SUM,SUM,2815982,123661083,13675077,654776476
