"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Aug 2020', 'Quantity')","('Aug 2020', 'CIF (Baht)')","('Jan - Aug 2020', 'Quantity')","('Jan - Aug 2020', 'CIF (Baht)')"
BR,BRAZIL,0,0,1575,149242
CN,CHINA,0,0,2,3328
JP,JAPAN,96100,3449247,892025,33939947
KR,"KOREA,REPUBLIC OF",0,0,88000,2718146
MY,MALAYSIA,0,0,1338750,35103595
SA,SAUDI ARABIA,99000,2433972,841500,22177996
SG,SINGAPORE,0,0,99000,2424084
TW,"TAIWAN, PROVINCE OF CHINA",0,0,20025,1087427
US,UNITED STATES,0,0,216000,7896040
SUM,SUM,195100,5883219,3496877,105499805
