"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Nov 2017', 'Quantity')","('Nov 2017', 'CIF (Baht)')","('Jan - Nov 2017', 'Quantity')","('Jan - Nov 2017', 'CIF (Baht)')"
AU,AUSTRALIA,0,0,105,42184
AT,AUSTRIA,0,0,24750,1379852
BE,BELGIUM,94240,5781095,312264,19207705
BR,BRAZIL,1188000,60143438,9678646,497446111
CN,CHINA,64195,3691529,319537,18619752
DK,DENMARK,0,0,0,210
FI,FINLAND,99000,5769155,1014725,56679050
FR,FRANCE,66,38349,66,38349
DE,GERMANY,169018,11751919,3732888,242916148
HK,HONG KONG,0,0,29,101772
IN,INDIA,500,28264,8451,565819
ID,INDONESIA,5000,2663968,242195,22676665
IL,ISRAEL,0,0,102600,8394927
IT,ITALY,0,0,26,19614
JP,JAPAN,193733,15948263,2886293,225243338
KR,"KOREA,REPUBLIC OF",300000,15530645,3311832,184125098
KW,KUWAIT,0,0,3836250,154428508
LA,LAO PDR,0,0,27500,1292500
MY,MALAYSIA,3515335,154197641,35564795,1602861558
MX,MEXICO,0,0,99000,4598041
NL,NETHERLANDS,256360,16139855,2916305,177578023
NO,NORWAY,0,0,52250,3034899
PL,POLAND,12,10297,12,10297
QA,QATAR,1224000,50503810,8159526,350344639
SA,SAUDI ARABIA,2586350,109019010,29090123,1249386356
SG,SINGAPORE,2572400,120769311,27142692,1319387330
ZA,SOUTH AFRICA,0,0,99000,4057657
ES,SPAIN,21050,1782948,289616,24855499
SE,SWEDEN,20000,861020,21007,1025502
CH,SWITZERLAND,0,0,4710,883882
TW,"TAIWAN, PROVINCE OF CHINA",1025,196878,50412,3691188
TH,THAILAND,0,0,31450,1671584
TR,TÜRKIYE,100,41601,100,41601
AE,UNITED ARAB EMIRATES,97360,2929572,2068664,69092660
GB,UNITED KINGDOM,1,473,20455,3474331
US,UNITED STATES,41478,2885525,1223657,98343713
VN,VIETNAM,3000,385609,93566,8226832
SUM,SUM,12452223,581070175,132425497,6355743194
