"('COUNTRY', 'COUNTRY')","('COUNTRY', 'COUNTRY.1')","('Dec 2022', 'Quantity')","('Dec 2022', 'CIF (Baht)')","('Jan - Dec 2022', 'Quantity')","('Jan - Dec 2022', 'CIF (Baht)')"
CA,CANADA,60,35438,60,35438
CN,CHINA,0,0,77500,6204594
FR,FRANCE,6,3286,22902,3429613
DE,GERMANY,0,0,6302,1219598
IN,INDIA,96780,5726711,368885,23686898
IT,ITALY,0,0,18724,2538729
JP,JAPAN,50984,4076392,762190,57505725
KR,"KOREA,REPUBLIC OF",137350,8825367,2396041,163523374
MY,MALAYSIA,0,0,58714,3887118
NL,NETHERLANDS,0,0,2,3186
RU,RUSSIAN FEDERATION,0,0,16500,2997080
SG,SINGAPORE,0,0,3740,710324
AE,UNITED ARAB EMIRATES,0,0,7200,849467
US,UNITED STATES,1678,263680,16641,3221765
SUM,SUM,286858,18930874,3755401,269812909
